식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처코드,출처명,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,제공기관코드,제공기관명
D220-748000000-0928,커피_아메리카노 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,2,,0.17,,,,,,,,,,0.0,,,,,,,,,,0.0,,3,식품의약품안전처,591g,더벤티,2,수집,2023-06-22,2025-04-08,1471000,식품의약품안전처
D220-748000000-0929,커피_아메리카노 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,2,,0.12,,,,,,,,,,0.0,,,,,,,,,,,,3,식품의약품안전처,591g,매머드 익스프레스,2,수집,2023-06-23,2025-04-08,1471000,식품의약품안전처
D220-748000000-0930,커피_아메리카노 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,0,,0.03,0.0,,0.08,0.0,,,,,,2.0,,,,,,,,,0.0,0.0,,3,식품의약품안전처,650g,바나프레소,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-748000000-0931,커피_아메리카노 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,2,,0.0,,,,0.0,,,,,,1.0,,,,,,,,,,0.0,,3,식품의약품안전처,440g,베러댄와플,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-748000000-0932,커피_아메리카노 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,3,,0.19,,,,0.0,,,,,,7.0,,,,,,,,,,0.0,,3,식품의약품안전처,473g,블루샥,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-748000000-0895,커피_베트남 연유 커피 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,59,,0.64,,,,9.64,,,,,,14.0,,,,,,,,,,,,3,식품의약품안전처,591g,매머드 익스프레스,2,수집,2023-06-23,2025-04-08,1471000,식품의약품안전처
D220-748000000-0896,커피_샥 라떼 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,73,,2.19,,,,6.79,,,,,,38.0,,,,,,,,,,2.66,,3,식품의약품안전처,237g,블루샥,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-748000000-0897,커피_솔티카라멜크림 라떼 아이스(ICED) (S),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,77,,1.69,,,,5.07,,,,,,39.0,,,,,,,,,,3.38,,3,식품의약품안전처,414g,카페게이트,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-748000000-0898,커피_시그니처아메리카노 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,0,,0.02,0.0,,0.12,0.0,,,,,,1.0,,,,,,,,,0.0,0.0,,3,식품의약품안전처,650g,바나프레소,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-748000000-0899,커피_시그니처아메리카노 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,1,,0.02,0.0,,0.15,0.0,,,,,,1.0,,,,,,,,,0.0,0.0,,3,식품의약품안전처,500g,바나프레소,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-748000000-0900,커피_시그니처콜드브루 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,2,,0.14,0.02,,0.35,0.0,,,,,,0.0,,,,,,,,,0.0,0.0,,3,식품의약품안전처,650g,바나프레소,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-748000000-0901,커피_시나몬 카페 라떼 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,42,,1.29,,,,5.29,,,,,,15.0,,,,,,,,,,0.78,,3,식품의약품안전처,473g,블루샥,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-748000000-0902,커피_시나몬 카페 라떼 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,62,,2.03,,,,7.7,,,,,,23.0,,,,,,,,,,1.21,,3,식품의약품안전처,473g,블루샥,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-748000000-0903,커피_시나몬 라떼 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,46,,1.12,,,6.73,6.53,,,,,,21.0,,,,,,,,,0.0,0.96,,3,식품의약품안전처,650g,바나프레소,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-748000000-0904,커피_시나몬 라떼 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,73,,2.02,,,9.7,9.43,,,,,,37.0,,,,,,,,,0.0,1.72,,3,식품의약품안전처,500g,바나프레소,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-748000000-0905,커피_아메리카노,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,4,,0.18,,,,0.0,,,,,,3.0,,,,,,,,,,0.02,,3,식품의약품안전처,100g,청자다방,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-748000000-0906,커피_아메리카노 1리터,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,4,,0.18,,,,0.0,,,,,,3.0,,,,,,,,,,0.02,,3,식품의약품안전처,100g,청자다방,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-748000000-0907,커피_아메리카노 I’m B 아이스(ICED) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,1,,0.08,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,3,식품의약품안전처,946g,아임일리터,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-748000000-0908,커피_아메리카노 I’m B 아이스(ICED) (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,1,,0.05,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,3,식품의약품안전처,591g,아임일리터,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-748000000-0909,커피_아메리카노 I’m B 핫(HOT) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,0,,0.03,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,3,식품의약품안전처,946g,아임일리터,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-748000000-0910,커피_아메리카노 I’m B 핫(HOT) (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,1,,0.07,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,3,식품의약품안전처,591g,아임일리터,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-748000000-0911,커피_아메리카노 I’m D 아이스(ICED) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,1,,0.1,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,3,식품의약품안전처,946g,아임일리터,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-748000000-0912,커피_아메리카노 I’m D 아이스(ICED) (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,1,,0.05,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,3,식품의약품안전처,591g,아임일리터,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-748000000-0913,커피_아메리카노 I’m D 핫(HOT) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,1,,0.03,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,3,식품의약품안전처,946g,아임일리터,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-748000000-0876,커피_바닐라 라떼 아이스(ICED) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,40,,1.19,,,,5.39,,,,,,19.0,,,,,,,,,,0.87,,3,식품의약품안전처,946g,아임일리터,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-748000000-0877,커피_바닐라 라떼 아이스(ICED) (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,39,,1.2,,,,5.11,,,,,,19.0,,,,,,,,,,0.88,,3,식품의약품안전처,591g,아임일리터,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-748000000-0878,커피_바닐라 라떼 아이스(ICED) (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,75,,2.82,,,,7.89,,,,,,21.0,,,,,,,,,,2.25,,3,식품의약품안전처,355g,달콤,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-748000000-0879,커피_바닐라 라떼 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,85,,2.25,,,9.58,7.45,,,,,,54.0,,,,,,,,,0.0,1.75,,3,식품의약품안전처,500g,바나프레소,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-748000000-0880,커피_바닐라 라떼 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,74,,2.31,,,,8.0,,,,,,42.0,,,,,,,,,,2.31,,3,식품의약품안전처,420g,팔공티,2,수집,2023-09-26,2025-04-08,1471000,식품의약품안전처
D220-748000000-0881,커피_바닐라 라떼 핫(HOT) (K(코끼리)),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,75,,2.92,,,,8.0,,,,,,21.0,,,,,,,,,,2.15,,3,식품의약품안전처,650g,달콤,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-748000000-0882,커피_바닐라 라떼 핫(HOT) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,75,,2.96,,,,8.03,,,,,,21.0,,,,,,,,,,2.11,,3,식품의약품안전처,473g,달콤,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-748000000-0883,커피_바닐라 라떼 핫(HOT) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,47,,1.51,,,,5.87,,,,,,24.0,,,,,,,,,,1.09,,3,식품의약품안전처,946g,아임일리터,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-748000000-0884,커피_바닐라 라떼 핫(HOT) (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,110,,3.7,,,,5.9,,,,,,77.0,,,,,,,,,,3.6,,3,식품의약품안전처,400g,커피:니,2,수집,2023-09-19,2025-04-08,1471000,식품의약품안전처
D220-748000000-0885,커피_바닐라 라떼 핫(HOT) (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,50,,1.71,,,,5.96,,,,,,28.0,,,,,,,,,,1.27,,3,식품의약품안전처,591g,아임일리터,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-748000000-0886,커피_바닐라 라떼 핫(HOT) (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,75,,2.82,,,,7.89,,,,,,21.0,,,,,,,,,,2.25,,3,식품의약품안전처,355g,달콤,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-748000000-0887,커피_바닐라 라떼 핫(HOT) (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,77,,2.41,,,,8.68,,,,,,41.0,,,,,,,,,,1.56,,3,식품의약품안전처,340g,커피:니,2,수집,2023-09-19,2025-04-08,1471000,식품의약품안전처
D220-748000000-0888,커피_바닐라빈 라떼 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,45,,1.18,,,,5.08,,,,,,21.0,,,,,,,,,,1.02,,3,식품의약품안전처,591g,카페게이트,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-748000000-0889,커피_바닐라빈 라떼 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,46,,1.23,,,,4.92,,,,,,23.0,,,,,,,,,,1.08,,3,식품의약품안전처,650g,카페게이트,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-748000000-0890,커피_바닐라 카페 라떼 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,89,,2.22,,,,12.96,,,,,,38.0,,,,,,,,,,1.85,,3,식품의약품안전처,270g,베러댄와플,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-748000000-0891,커피_바닐라 카페 라떼 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,89,,2.22,,,,12.96,,,,,,38.0,,,,,,,,,,1.85,,3,식품의약품안전처,270g,베러댄와플,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-748000000-0892,커피_바닐라크림 콜드브루 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,57,,0.85,,,,4.23,,,,,,22.0,,,,,,,,,,2.54,,3,식품의약품안전처,591g,카페게이트,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D220-748000000-0893,커피_버터스카치폼 아인슈페너 아이스(ICED),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,55,,0.44,,,,5.55,,,,,,11.0,,,,,,,,,,0.9,,3,식품의약품안전처,411g,팔공티,2,수집,2023-09-26,2025-04-08,1471000,식품의약품안전처
D220-748000000-0894,커피_버터스카치폼 아인슈페너 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20748,커피,2074800,해당없음,207480000,해당없음,0,해당없음,100ml,63,,0.53,,,,6.32,,,,,,12.0,,,,,,,,,,1.02,,3,식품의약품안전처,361g,팔공티,2,수집,2023-09-26,2025-04-08,1471000,식품의약품안전처
D220-737000000-0076,스무디_딸기 요거트 스무디,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,104,,1.67,,,,11.39,,,,,,33.0,,,,,,,,,,1.67,,3,식품의약품안전처,360g,요거프레소,2,수집,2022-07-04,2025-04-08,1471000,식품의약품안전처
D220-737000000-0077,스무디_딸기 요거트 스무디,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,96,,1.86,,,,11.92,,,,,,31.0,,,,,,,,,,1.12,,3,식품의약품안전처,473g,카페띠아모,2,수집,2022-07-04,2025-04-08,1471000,식품의약품안전처
D220-737000000-0078,스무디_딸기 요거트 스무디,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,106,,1.97,,,,18.31,,,,,,40.0,,,,,,,,,,1.41,,3,식품의약품안전처,355g,커피에반하다,2,수집,2022-07-11,2025-04-08,1471000,식품의약품안전처
D220-737000000-0079,스무디_딸기 요거트 스무디,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,59,,0.49,,,13.9,12.93,,,,,,10.0,,,,,,,,,0.24,,,3,식품의약품안전처,410g,탐앤탐스,2,수집,2022-07-13,2025-04-08,1471000,식품의약품안전처
D220-737000000-0080,스무디_딸기 요거트 프로스트 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,84,,1.23,,,,16.33,,,,,,22.0,,,,,,,,,,0.51,,3,식품의약품안전처,455g,커피마마,2,수집,2022-07-07,2025-04-08,1471000,식품의약품안전처
D220-737000000-0081,스무디_딸기 요거트 프로스트 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,76,,1.13,,,,14.78,,,,,,20.0,,,,,,,,,,0.45,,3,식품의약품안전처,335g,커피마마,2,수집,2022-07-07,2025-04-08,1471000,식품의약품안전처
D220-737000000-0082,스무디_딸기 요거트 플랫치노,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,78,,1.63,,,,12.9,,,,,,20.0,,,,,,,,,,0.77,,3,식품의약품안전처,414g,이디야,2,수집,2022-07-08,2025-04-08,1471000,식품의약품안전처
D220-737000000-0083,스무디_딸기 젤라또 프라페노 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20737,스무디,2073700,해당없음,207370000,해당없음,0,해당없음,100ml,94,,0.83,,,,17.5,,,,,,17.0,,,,,,,,,,0.69,,3,식품의약품안전처,360g,카페베네,2,수집,2022-07-05,2025-04-08,1471000,식품의약품안전처
